id,valence
4SWUzgIYVtdw0XpPdemRol,0.0737
0KtLQRXqcP9qFgxpk4vuiB,0.189
6ujWszc5JA5oAANs4KnrmI,0.353
6yzBxTrtlBhm8nXbZIBqS1,0.167
1nI5ogNu0BFkZlvXCRgmMc,0.71
7BZbzwuGqky0tc7ga8mqAC,0.493
3Qp5JN3X4IpnaPxSMC9ayh,0.2
0HVuXDglDs3LBd5fofISSX,0.8
3lAeG5OjflT1E3w7C5v5k1,0.0334
6ANj4Ofq7FDY5wLwbwiJ9j,0.275
1rJCuds0vDMAjF5RdZU7bq,0.728
5hLTUkTuiGT7Xf3Hpn36h2,0.398
1SOWhCx8i1PUD8MgxgannC,0.801
1rGCsGBi7tS3WSpr8fiT6t,0.181
5lcbptS95Wl7oU4Lqbv3T1,0.879
41QEnBlGuGnos5no5qGKBy,0.754
0YRfMAbWeb2X58m1Rbntqm,0.0701
2tN2Kvzm2ITh1jnMKjjWBZ,0.811
4Vbow1rNpxbdTks2KIDAyU,0.377
1w9DqqjxawyEE12wdvG6KL,0.432
2vGPGyQiCuuSZ47k4d2ZFT,0.287
6Pt87E0LyWTy19eq21y1gF,0.849
13toFl1UwJPsRxDiD9jgtn,0.684
3r0Tk9ibA2KT1KiLGIuKXA,0.586
3SqYkfrdqy0JHZFHSqrTGJ,0.218
1lZeAoeRbCSKRyqx1PBvT6,0.543
4gIFUzWudA3kQIDl3AhpOn,0.547
1vYf97tjbKVPXHK4oQPU0T,0.512
1XJ93XskwJf7PCyIVLbNBt,0.503
1QXXkHSZYXomXkYzW0NNc7,0.925
4gKeCkrFA6BX1M9HKqZXNi,0.602
1Tr4K5MU5XYE44umXGDndd,0.802
3kxEo0YnhRCowPbPnLtrJJ,0.224
3dFWYUpMB7VIOwMgMO3ZFl,0.731
3ngh2nS1P1GOr6qDGzwojQ,0.218
3DVKx3fOPPN3nmfHTFsCiG,0.618
6BzPrFmDI93dtx6beTvesz,0.0921
7JGzUfmXJurpJabggwgtVP,0.133
622AXnliXPvpugkBVsp7ik,0.332
0b7zoOfhO8n8nPg94DrcR5,0.307
5r3mygnS9nfqQqz1I2cLLs,0.338
2rzWSywjwzbysCmdOzssFR,0.674
6JW4mffQz7I3Dl3Cr0rcoq,0.785
6o8wm1w9wqOui0rZ2fyfQk,0.768
5QJRSzeYasA7ATaHkczXdy,0.601
6CMnIEdPUWPf21q3uyKeJ8,0.101
77hICQxyUz6RbySKBi3kVN,0.533
05j6LjbEdFWbASJUn9yOBX,0.574
399Hm1oqfzzQaZRu3CtVMb,0.774
6HEYYPKAWb7dJ3XPllgKxk,0.841
5lEp8MBQCQXxNQpKjbrM8d,0.618
0roYNy3u0JbO4srDZ6kGQ7,0.327
5nqD7Un5BOLlnk5AjfXZRJ,0.283
2tX1LD4EFEfk6rsJx5D8K4,0.481
2D9rd6TIpqmDkog5Mx8kxl,0.479
4bLDM6UFtlD2LrtTNiEKQq,0.845
08Pzeh9Z5xZCe6UVK7nlHf,0.324
3kNIXrf4wOLxBh40tA5NtN,0.336
2jkZB94i573H134wKmsw2y,0.549
05EvLOPZARLh4ajzXjWj2S,0.67
45lP1uxa0DqCnO0rmzOX7Q,0.401
1bHq4U7NKCgeIuX0o9geEC,0.969
2kzVFcp3kSU1Qld4dYBM7L,0.54
5N1CMYsCd0Bf2wOsmnnSzo,0.339
1W9iqifbq81MDvXx2BsM0p,0.879
4xywjwaj2S9OodyLh03IGJ,0.411
4ez5L1Yzb2fCWMyERprpSz,0.804
55nfSGJYvvQGqJpK9p8QCc,0.595
07ng4nNcxkrDvULVPwkbfD,0.886
6GIHqnm1jmM4J5VEfcqtXw,0.502
3NNwIsOgMLE2CmMHPCdb9I,0.641
3ASMKVwHRFu8J8xoaeiaz1,0.692
2lrp2f5FVmHpOjVsDy7N7N,0.194
1MTELuKDa4b8VOHF97ffuY,0.646
5ELeYitO5MSdzNQBTpAnRw,0.483
1w8e9Gjq4snktXSSqxRMVT,0.504
4xuuF5rNsQEM3OQIe8TibS,0.0393
3MmiQ6gww1XjbWuJXIgZ9f,0.0639
4UbZmqYEzT5vn4UrPzAHu9,0.532
4y8G3pyyBvBKd47iyvHBNj,0.801
4U0nhramvy2HXuNcsug8Dk,0.412
0Q5lo8F92kFMlRKfDSaBE6,0.394
5v4GREJgz2A4IIsDAh6Xv1,0.728
7GeQk8PqG5NAENxCRLcw0B,0.641
3M1q2Wy2dAKiWV6oE6Koou,0.965
58MAh1fboa0lvwaX2JS0B1,0.928
0olDOwVqLu84RTMn125KXm,0.467
6p48AsXt0IBCamEdRPngjb,0.308
2Ci9L0Hlg8dZmxUEjTeH5y,0.9
0bBC7jSwc3eSa7t5K4EFU4,0.312
2iQYqdalv245vrCEM4W9N9,0.352
2EkcPq9mOsnx4oJDIkhCp9,0.389
1CD3J5cGki6DheWJWBspv5,0.922
5nVCqTJuVW8ZKoL64YTVNs,0.79
5VjQEgKX3gXlpNFkOuGoA2,0.398
0OWjW5ydalsUJHpp8WpjpX,0.543
7orQsXIoBnSpjo119aFYEQ,0.761
0K3Dem9aRwRG9DVo0W2T3o,0.747
12NNSP0mznnPAQ25NqjayW,0.536
4daLV53Tvv0rD3FlWVt23m,0.797
0OtRfDwIsagXPmzOK59Oqm,0.463
1S05r50Qef8J6Yh6sGtjPj,0.743
28QFCUPIySUkuGHE7C5rlw,0.558
1RXoCep9hxApPfx8UFsGZk,0.614
7y5wfL4doDUM8c5AGLf8A3,0.264
2zMlwAO8chXOdeebqMinqi,0.357
5ih8ORCHN3tgbd68AyVAty,0.403
1Fo4OvzP9PThFKMeMIAEYu,0.417
6WaYiQUPel70HUaCZj5eND,0.571
7fjMKxJiTrE4IZ8f2ZMftS,0.476
5IOUNrN8E37eLGdLNRr9aC,0.613
1NM4ALMP0rmYLIbLBYRMDz,0.811
7qvPlaDhAPp1p9P2G57QLv,0.506
31uojGwdbnsifH12QyUU2D,0.0386
2BJtW9zpFrMXFsnKMhIvfo,0.923
6SXFNqaKaLAC3LdjOFiMbj,0.154
3HtCJiLV8GH87AViMtUKhO,0.86
4sRVY84sduxcqn0JsTMqrC,0.447
1m7FqT4YSx8UxMUlv46ByF,0.55
6LpbfYw4ekVSBu6ILZ7txb,0.409
0LoDU83vAUpVxYfJvyxxRc,0.538
0or62mvA7LsC65hKnjSsf0,0.736
39ZxHOqabvcGOPeHzxVLTf,0.633
0EBVIbRcCfB9723nBsktgP,0.616
1GbN2koEdmYA9YWW7gPc9n,0.202
19uIi6ToptvCAJTe3rtBD4,0.533
2V2pxcEfn5zs79sE7qcewA,0.172
3uBV7qO7PSMatjXySYy6eo,0.152
51wFQM8W0YfXTmHusXUr5i,0.358
3uvoCINrp9gSuhQcUNS8F8,0.592
0fUjRQXfM3ZKUZwe2Tc9Qc,0.534
0pUVeEgZuNyFzIMKp67RbS,0.647
1WxDEwh2L4GhDZZt9Jvr1B,0.173
3bXhtg6H8lOMWaLZttQF6F,0.763
5vVFqQihO5rGCN7VshfgIR,0.188
5nXh8SjFwHrqemkpqcBjr4,0.57
05c0xQt46QZBFQs32W5dZB,0.827
1xI7M6PDSXLll1dt9j2snA,0.326
4THgRPmLvhNmM9Lzj8qrvH,0.306
1AMHPifMmCiDjZUCKWHhU0,0.742
07URNT68nWTIq2zFXyopCi,0.888
2zNeNjbLaY1YSI3e5dKSbV,0.805
7zqB2KFbCLdX0UHpaHRBjC,0.399
0YHUAjtMrO7zIFfdgSWELR,0.404
1JiEORnI7PWmtggufpMLEc,0.508
2hMehCxkk0pPYetRww3Rvn,0.0702
2YOrtoBfiRi3dCOzMtYtnW,0.501
1TOdmNAkv5MvVnBqo2I0mV,0.962
1Zowg3EHnEZqsCvJKCSzVH,0.0613
69QIVIjPMnI1ABLBqh9P1b,0.822
7FNpTHmC1vlRAdYztxTQdH,0.929
5G3bubDZlZbQqwR2UOD9nS,0.919
55Wm3y6wUy5xS1thd0Zial,0.0987
0PkzQsgs6DeCAQPvx4iFgo,0.834
7y911sqgHGHcyU4ivapjwi,0.422
198qSChSMQFuSimdeeY9gK,0.963
3TuS1TAHZt9Y7aMDtM1cHx,0.269
3U52bW9ucEIw2UQ50Oh0ZD,0.136
72HkTcqBygOpFXarrRTHAl,0.395
6DoYk3QIvkDs60S1d01vbx,0.626
10zVtC6WIppYmK6JCFyEPZ,0.178
5Wz9JVuhUR4mW5Sx7NGBP6,0.221
6kZsLcq0dKjKvFWOyY5gzt,0.685
7HS1PnaNSeCiK5BXWT87P7,0.118
70vxsYdf64Mj1LdB7z1dbq,0.191
2UZoSuDO0D6y9bW9Z3Hkng,0.845
0Z5gw9iw20fVRtgG9pZMwu,0.717
4eVkn18rN4GguUWOsR6Use,0.45
6xttnk5U2VMVCaihaD0RPE,0.196
4DhmxskQxCgw5PdV8Ic9RQ,0.763
4ApqOCLhzfalvvnnAUYTsZ,0.406
7awBgmQ3B0YscMXPBwE1gQ,0.93
58i5TeE12BdApuIl9543QG,0.346
4Cmj0bjUBLd9WuWayEZJJy,0.616
4EBR01Mp4tjpKMYjKNpj2f,0.315
204xlmr8zqA1SF9OFgtnzq,0.186
4XwJGS4Q0P9P5ySEP0fZPN,0.365
7fEoXCZTZFosUFvFQg1BmW,0.4
60ooMa1yzfKIl1Nf4O1GI5,0.686
1Ui2kCKfOJ2Vf4GKD5zHBO,0.0389
1gkM72F6ui52Z9WTJNIXrx,0.764
5bTJe5bEDERt1NoWKtYpQp,0.165
7LZfPBcXlGnMlhXuTgpH5Z,0.533
4qbiCq2xkNPyojuZFeNeqx,0.708
1Gxg1ITeo8BjKwy74dtS6D,0.47
2FXuh6ekocaGT7YubxgO4C,0.261
0vIqII1OU5oiWU9Vej5toN,0.961
133g7oJWqvMnhvwfXL4CU1,0.633
5KL4iZkCTZyXl7KnHgfVDj,0.927
5WTCHYg9G27e9e5HFKGdd1,0.656
1AEt78urXWMZDf1akh2woL,0.424
2JUqYobT8NvARdPmc4ES2x,0.814
2OKhfbE7r3Ne8b4TFhFjPK,0.844
4EkNINvDLeGgIL4zYGsYPb,0.773
3DRQ0wNkszkRXblLdc2Mze,0.828
229DxeBglubFsXFGfjQqIu,0.789
2RpK4rx8wfXJS1brkMDeT6,0.896
20dRwpxLOe8ezjGqDK36a5,0.66
760V3x0EMnuuHFIXIIYP9H,0.663
0GrHWVTDsaWcD4nrCGr7VE,0.107
4FsAB546Kx8FKfLbXXLRS0,0.952
3Adc3nnJRiDbLxp0mIf6Vl,0.766
3lrQFKjwoDladcpdSauYCj,0.786
7uSZPbd8DxdkmSauCKnITY,0.827
1eFiehZXXGbxfkZx9mraUj,0.515
2r7y4HANK7b9KVZfz0g4Uq,0.261
243rftlBXgvVV8cCKtFRwc,0.691
0DKoET2reNpTGpQMS0VXI0,0.406
721u4M3GyV5LURatMFGZrO,0.867
6fhWH0doyn7cSOgjgsuLPh,0.344
3QyxB6fNUFNSLyjiwkycOY,0.654
1GjyTJsAhnIvZ49IvvcIVz,0.697
4Ag0bpdJVnaGU9xOXOSQQ3,0.812
7vGiMj5OHWXDaeKxFfmAvQ,0.384
0TfiCAUvYa58v4R0mjbsQB,0.0728
0TQBRoaMg2743uCzZNkJKl,0.532
3QyWZeMChJkELwkafCS5lZ,0.0961
72jCZdH0Lhg93z6Z4hBjgj,0.679
5PvKNv6eU5HHenNSlXmXYk,0.97
7dKjsWBcbYMtzJSH9lkaB7,0.253
1jEtDqwYCKpR0mlrMrrITx,0.092
1th3G3okofWlvGWAAR7Y4V,0.592
5CKxhyUbKJCGfBkxgssvNZ,0.0699
2obafKT10DafTjH7CM8GUh,0.598
0iqo4ftnuJDWayYoeVcqNq,0.468
1EVMNzigN2Elj3B08NiGLf,0.527
4EfBENPBy1GvUWLO9YAp3F,0.498
3nE7HMliuFuAk20GBPnUWH,0.752
2gmWJA9oF4GD2Vw5QoRqu1,0.737
4rcGPdxnTA1iQMi88YceW9,0.0854
6WL468M0cawkNfDIXMsjPK,0.464
16LrWsnvVTvPoqhb8HEZIk,0.489
6iMjntVYkchLBJcqsiSNYZ,0.285
6Om0mmGo8Y7PYnoxEIELb1,0.58
331TLlSwGbVcNKJMkylNbK,0.0397
5mE4VHS820j8N9vnGlALmg,0.251
1ko2lVN0vKGUl9zrU0qSlT,0.585
4SKHD04zalUZSt0vO5stc2,0.609
04i90Qo67c3MKp9OBtR48I,0.573
0a4kXlqLISIf5PSiyp0Zmp,0.792
3NkysRAqcPVw2EsdylJvpu,0.541
3wCp8O9oulMsQvJAw3k3uI,0.78
2xq9cLlOPyLoi8kLlR4miz,0.337
6WRv0Mr5Y2K3qG5qraEPiA,0.295
2BFzx5rPRiNCfuWfQulO92,0.858
2OuNnwnNQyWrF47pthWxNb,0.5
4t1G1nGmPOms95TB9wz8FF,0.848
1wF5WIv0Fb4oYd8Ipul5rN,0.183
6glrhL1gCPnBTFydcsHhmS,0.938
1BEshib6wZYrhW6r8jNSBS,0.039
1DCPvR6KreoPyaedhhMACc,0.729
6LCA0qfNCC8tRPHJPR6kxH,0.842
4mLo5ouQ9giUdWSAOtn5TK,0.486
6kIpxmFQ35wgI3cK77LKbx,0.74
5aHDLo1MY6y15fWz1BfK2M,0.181
0udZHhCi7p1YzMlvI4fXoK,0.388
1fLPmjAfhHjHcO6t98HN9W,0.0262
2ozTcQyZQmm9tSmc4VZfwU,0.924
4fyjZCjP8soNM0D7crihED,0.186
4dkA0jTOWmQ4EVNAwMpS9w,0.253
6bDxGJ8n42rVu6YcqCE8sG,0.27
6FrLXrE9qagtT4xqKNb25n,0.891
6pDaDQUdPklbcmqLlXDmDS,0.296
1Yv9835JtC2AwHjCMtqj3G,0.368
5usfjkANiQkilbhmelXPh2,0.255
7pzwwHCibZEkqwXRzbGizT,0.926
5m9uiFH9sK5wxRZdfN62n9,0.348
3bidbhpOYeV4knp8AIu8Xn,0.847
5RgWdJs6H52nMyZFQspQWH,0.21
3cvPT7z9vGwot70G5Li3I5,0.21
0hvKVhUQ5LaVt36ycd3Ek8,0.24
6SnEsv8yqOSU8zkpbJpxKg,0.395
4pm0n3tssKLImGyXPQ3fRY,0.864
7CsBJVYseEsZA00fms5ZxA,0.2
0V2Q6MYSxQiSOM4WtLvJT4,0.813
3KfmYf7PTtFNYFNNhsdLZt,0.957
2PiVwGnCTMwHsegAbdGt9b,0.533
1JTsWS6IZQ1fTR4QzjpIr0,0.276
0sEzVhYZEN8k4T80x1hhfK,0.2
0CJuLeZpCdqrqoCMXWZw8k,0.113
3sySoSz1tI6IDt7qDkecnQ,0.799
3WQS4pyJ2qfmoUOIAO7WNk,0.0374
7kb50FnMmXWhzCt5dHy3Ud,0.0904
01W6WGfhPXrEcpSqWYLz1g,0.612
1zipwTpETezN46D47QwRNM,0.251
1Bs5PJy4QgeyzgBmAPWu7a,0.329
15Yj1KZFmf1mqWuznun2a8,0.545
5zh23oMbATQlWbwEe5U0KG,0.431
4IWf0oXz5Fa9zzQsNZ6KvX,0.885
5cSsm6BKDU3ysP4BkMFfwZ,0.52
1aC4PkLbckxrWExS06yBRT,0.804
2qePkZYqXmDCYZ3qa7DIo5,0.857
3VMcrYS02ZmUTwg8eB10Ev,0.34
6TQMx46BOs5GHS3hcshYQf,0.0386
6m3kJ6d7Ypd1eoBoGP2qZN,0.184
7GV9iziCj6kx0noYOtrI6O,0.604
3h65F8R0FKA70GRGdt1ftw,0.698
1KHtiTHpq1qpe3qTshUOXB,0.216
5QbQ5iAebksB5Wj5BPazNX,0.501
4V9dH8xU2xi6tbXDIDsOMk,0.264
4GWSMa0GW96321APQxKUIJ,0.323
6ysKfFyFkn93xSc1fN8yQx,0.66
5TCIOkS3ndwVCkE3OEnIoI,0.948
2ovYEJdMTDFZVweEEwW7ly,0.284
51NjRmi9d1y9995WMTxjy5,0.302
3AWbzS3eI2iXm7dJZcnv6p,0.771
5GAL7ChEMIwl5vauEscTOc,0.892
3qKilDcY5dp0wv0k0WxvXN,0.226
1KdGuyeYyVRCQUWCYu0KLp,0.552
2pfrqDuoonD84f5STucLO1,0.0398
6Efmq0wDgijxWFdBkzIOvb,0.464
7ymvknhUi37XtUjEWs7Bxn,0.898
6Q88G7jaZCwL5ON5RLyRir,0.894
1VbiENVGHwF5Y70Ywotwe1,0.22
4gd9sHUPgvFpQz70Oj4bwe,0.42
38SIJ859H8nQAYAWSVdqNO,0.69
5oY6fpj8shlCCd92ShKe7l,0.683
1xNacMnf6smMIo5S8hMz4r,0.627
1czzmAtPTw287TyMQEfCfg,0.0778
5oPsI4wrkzVaeT5G72sCBF,0.579
1yQ4FP9hJfqUO3btVMvlJF,0.74
0lpIVCLNQRBKffcRRNrHyh,0.833
5uCtZvALkIwZHJkKaMV15Z,0.114
5qpHWzD3s2zGub5oGSAHX8,0.849
19YGRL40edzQmgxFILjVvB,0.44
3oCPTV2y4dHOl8dcMxRr6Q,0.501
5AJatXoJVwQQEtxp8Wq21O,0.333
083cgOBzPBFBrqYFJDWPis,0.457
0dEPlb8waIqRtKpLb3l6So,0.637
0mtIYUM4KA2koMOKWmIxFg,0.159
1b833AsiKCEhLLxmdQu9Hw,0.818
5zFgBVbfMdfo6kCKm5hD6t,0.472
47J2TBfDpGQUfHkErP78Tw,0.505
6LxSe8YmdPxy095Ux6znaQ,0.425
7lejSFiZNw8EjwQ2zSavAb,0.692
460opww0SOGYK2F4Lcv9gz,0.655
3fpPXbov1Tfv4gNWn7iGeF,0.811
2zcjGIvtu2EKBNquStm1pp,0.692
1xqdMh5uvpfuvdTdrOWSIt,0.489
5GKkdsYOpVUvGPkIOQLxzj,0.188
5MYfpFJYm8WNFGssR6H2Oz,0.192
69zxj1EFDfAouZu9JDmQld,0.185
1u6WGnW4GCvhz3V2kT26vY,0.507
3mBy5mXHvUJ7sRr9Bz7zK9,0.134
7afwybjPfHOmNxLsOp3J6z,0.545
6Q8keRwmkZXB2DPDjCeZvs,0.768
2ZBYcZBEjn3Mih9ItJx6jT,0.284
3YzN4jzCf40pRbQ8EuWAoo,0.399
4W8IEREeLldaSQyGXcZQ2I,0.772
17mGYCbDa1RZlAL9sI6pEX,0.415
3VffiMehjhfqo7XZ5zGpCP,0.93
2d48mamATjby7wgPjdrSOQ,0.526
3FxBYCSgyZQDbSfkGaqxDG,0.29
3GGcwG519BTMdvMeFy7meT,0.947
3S36aqn9EqvHkRCAa86oiF,0.487
3J7ftHdeBesSHblVt5629o,0.121
5pS0mru7U9RJq7tDGMfI7J,0.283
2QV1ZCi6q3QGp5PCqOqePg,0.395
0u0eNjwir0yglxmAUornBE,0.0527
04BQXS1HwzNpfZ2Wvw2RIy,0.641
1Vp6RMqblmkflNhR1lhrM2,0.152
7J6bnDDitOwfelaJNixHhL,0.495
0AI9gpw1UgL2MEVarVXGUH,0.313
0vTvoH6lUGJ82iZSehDJch,0.792
7oHnW0qZpvZntSvfehqKpB,0.582
16Ks4wN2wG2wGlDMm5Tphe,0.971
5laScgxkUUe2jlJu01aKRJ,0.559
4rpMuF6Z28knTQCUpUfH3D,0.522
393MXz9WJX1wajxrRzQWJI,0.405
21q1VLAepnTrCNCrTtZZGj,0.75
024nBbxvX3NpCbrw5XZW3B,0.814
747YFXlsStfjON5cmYMT0d,0.457
3R5G81gtoO5CcZlRCRKVLk,0.233
28HbbKkcLFSnCUW4GzYTY5,0.66
27q0qbT1XfFpsN5WjjKM6U,0.671
3my6Uz9RmXcJB7yEnrth7C,0.765
0rfSlaAqQSgi7AfPPgH4mc,0.217
6P5MvF4ehxos6y7tcxobBe,0.592
39yYKbXgiSEwh5tXIf4z8l,0.22
1LfY2vPURdcodmbHn8zRZq,0.0972
6XW4XuZoevfJYWNvf2NZyJ,0.182
3E3K8IXR3o7XOBvaGE2e55,0.827
63NfeOqLaCszi5gKAaP7qP,0.574
1UmqCjLXjTwPmuTeaopDQh,0.386
3vST7tho4iT90949PEtM7i,0.799
1If7hAewvid9naENhK0yak,0.0298
5vuVmrb5pHf4nvqP1v9Cvl,0.532
1lEk3U3MzbDeL5MNHkE9JU,0.152
6ARUbZi7tgcAh52qX9HpQL,0.845
6Ll5WX0AQMw4erLFoO2rZB,0.715
6lggZufi6o70MvRaT8a6Ry,0.667
6CMcrb7oQalm6lCfa1S1WR,0.905
6bHJK5foTbt9sWHYWSqG3x,0.933
6yjsa6c8nSGQqXF12vFSpp,0.915
4bHzD09rE67FeDajFtzJaH,0.168
5egOBXZhi6ELYWKvGwSMJE,0.511
6wZYstoAWd11uqhYiBNNjX,0.753
5xHb1SyPrTOLC3ThG1LUu7,0.771
75PDI4YUCg84Y0Nt0KAKa1,0.692
2lQgfjmIxwZHf2M085ID5L,0.695
6Pk6Ym0JPry8K0fiAyUkXX,0.576
6FaKieFBfYLWhcuwSr5Y79,0.907
0PxYWaGiwWtcuL1VIMiEW4,0.367
0prES3YLpHY1MSs8ucqnQi,0.86
4iTSedsOJa9LTIbGCBFfE4,0.0841
6B4KWBeFdHrpVezjTqggWr,0.484
59Qbrc7C5qIPpWnZxBTkxR,0.819
5YfqVqJwjxiyhxvofbCnHp,0.96
7wyUbJDrhe31xATAH8KzLq,0.657
01v8OrN939eOeZ0kHQhiJG,0.445
1KDnfPaLSGKDzYmvOL7q6O,0.13
3k5qP93Fu2D3cfCOeqUiDe,0.471
1zCi4cVFqe6ja16MeGZKRN,0.647
0Z80GSrYzoXIf0mCpBlcml,0.732
2pkMt1GnVAbPaqGjV0FCQb,0.603
1Q9b6CeMcDuO0uq5OJCrqu,0.174
1jW62WTwrDq6v3ArOFPMk7,0.905
4WNimtMaE9ugd1oJpzDsvA,0.314
3s5Ama1N19IOEZikZRMAVw,0.167
0YAFDLoVlUBASDlgSqS9M8,0.202
1TpiyJ8UuqQAjiR0c56E4o,0.87
0HccAcPMNevr8ERJCWlFk3,0.27
4P04hMXyLSKeYExZe0eEdz,0.628
1T0s4p7HXSF4Y2l9X3fncX,0.0553
3QARh4OsAbgjqKKSqOKB7Y,0.122
4DM3VKYknvcnkCK4efCYmA,0.139
0JoHqmlqE0W0i9prt6kcHR,0.0957
7Hn4pks4bR6XaDzjDLeXue,0.275
4D0dzdKwx8MJwqdmHq7HEX,0.6
3WriVqXSuK60YSNJLbUKCi,0.848
6YdQgWSpsxhVeX6Xmv3IFJ,0.52
3B6gBlf64fMQY3sbkyFENu,0.158
4pZ7KpKbQfSM0AEGxR9Ks8,0.437
32DaPcfAuiQtdvRaOQn7qX,0.674
5HrxlXl6yE5PWxFkNyUOz7,0.891
7bewjF4mXADsbxAdMnG1jF,0.4
0NVCOaDQjwzrgxtKWDGM3A,0.395
6acqC55UhpeJcHhFKNaE7C,0.394
5gyPWLQy5YEQAnkLmDEVo8,0.35
5YrxjEpjSTGgum00liiB3w,0.354
6pJhyrVOfGRsECQckLspFZ,0.792
0wa7MJoDBkDBHqUPSovcxO,0.232
4HXOBjwv2RnLpGG4xWOO6N,0.237
2Fty77tAa10P2R0oc7WVwg,0.625
41QLw5u4mc0TDth6sLUWYY,0.911
21n9uPZmtIKoWnuzliKwgk,0.0381
4dHDQFENPSHTR5OxyI1JB0,0.159
0BqQWfhMrkpRAUCbdfdHUC,0.927
01SHhblCkmrYwdixP7Zyhf,0.152
0Pie5DFAHHxpkONFUsAI6s,0.235
751tAAWf1Qd4DpXDzDATAr,0.631
49yKZowOcCqsy9xTddCaAU,0.274
3AimOHNaAgGglOr0FcqeFP,0.811
4JVeqfE2tpi7Pv63LJZtPh,0.804
7AizGwaIVIR6pi4INtkMhy,0.549
5ogB6z1PAkeAv97fjHtw4k,0.799
59uook8bNkUlwuoP15vbmz,0.397
3xjObvccQUvtUcV5GL3Hh3,0.606
0F3qsLVhjouzKp46yHKQvK,0.737
1ypCLdhDzWwv1bsOb1puyT,0.117
5g2dnsnmJW0lbs89hZQAz6,0.211
4iiXX8uEDA5UlVUKIDAZV2,0.0981
6pQQjPUfJm3ALQteCFNVvj,0.768
4aCAHS5W9LWLo7fJOzOei5,0.826
4mKXEnhK8jHB8QntCT1LC1,0.196
7A8OfzqXBHYGk61FZTHoeo,0.383
0h9L214er9GQUkyO8m8iZb,0.467
2RwdlaQgNSoxn3pTp3ForR,0.408
6UBqk9rh6e2Rj7LLzDjn6R,0.66
5xLDmkobOw674TLTBBmnuN,0.455
7iyEYRKAXWBT4lJlvdewJd,0.803
1OSkUAslVAljbEnG973Gfa,0.185
2CgZO3HDkN0vVc3rXlA9a9,0.781
5OTy7JpQTkMW60bHEzpBUo,0.543
0QaExQ1Ho4YSp0Jm8YDn77,0.397
6VN85VvNB8w1QbJCXW8rTC,0.298
3rEKKpqCAosBAhyK5mDBOs,0.531
6wuee0Spb1HH33FbRrjBks,0.577
4g8P6RbwvuN58qNrDLA7Yi,0.674
4JCBnb6zviWQjtlhxUgtis,0.55
1wRt5zeXC13bW7pD0NMkDw,0.909
4iUMqM6YguSWSJ11b6Z8uJ,0.661
6UOHsb1oTrfPn5XYpidshj,0.337
107QQd4pUybyubyv8zxhWA,0.737
6fGzjbFkibH9i11McsR4wb,0.331
2mqjKGlSdJHdjCQHtOx6PD,0.169
0JswmIBSn3XZ15wEEtH5fj,0.257
7GGCCFDxnOISEhlvlseXSC,0.0724
5KsfFAe659GbGQ9Tm7FRk1,0.257
0DCzMvkONMvWDiOtVzyRUX,0.742
7FjQGY2MuMWDTtr8iXLiE8,0.86
57evRskKe47TvzG96SLLTM,0.296
451GvHwY99NKV4zdKPRWmv,0.615
0oWaOtPDTqXlBMkOCCEt5E,0.967
1ZzzgXjX1bHroTSMoShdMe,0.119
296XGtH5MeGisqD3uAz6Q6,0.818
1FtFemXjrx5dohz00TwKx7,0.835
0zQwnvv9A41q7sQPSEPL4s,0.257
5G8Blv9Z2LJs3iw2jwxSjl,0.897
3q9J9sPUcvTIEVVHnwl32D,0.194
4aT9Pm5jhQBepwqyyuNbTT,0.193
3UuqC9dKWG0bLu6TrPIe4F,0.961
34Tsmlc1lm6hcFXtQXVdCo,0.2
1iD5SGV74pjxP40RFXLj4f,0.892
0ek2PwrDkUWRqoaTq6WKDj,0.0708
40G6QumwMdmuZi1r6iLG43,0.352
1IVk1KRG3y16Hc45e5tATU,0.883
5KzuAU7zxcP0bq0CPdRRyr,0.13
45C3jX6PWVnhwgqtrmPN9P,0.583
63gHnuI9MzZA4lLob8t9IY,0.647
4r7iDEGdW2Gw9hJlCbi5qL,0.573
3BPoSr2pO34Aan6alFfVto,0.833
3FeQoZu2V7lYoBFz792hmV,0.376
4eBCTzBsSjYgrLH5clQf2x,0.908
2t8yVaLvJ0RenpXUIAC52d,0.274
275a9yzwGB6ncAW4SxY7q3,0.266
293YTvNdZnL7nQXqpCxmTn,0.454
0Efqohit4UE81s9hlGKnw0,0.648
2cXNYPkuqMNoHSD7YM6DUM,0.608
1JyaAeaXVFnVv5ikwWQVQ4,0.968
4h0z94aoK9RAeEyZgqKAHF,0.442
50w6PJJmcNzmqlQwts40x1,0.89
07yhlDqS99totZZkdQEWBW,0.152
1u7v4ZKoi8nRe4XhcjoWcb,0.833
4d84PjFJY5DNpqERmOngtv,0.296
3Timk4Wy8wnJDCfq6O7YDW,0.604
3DMZTaRkzuF9SkW4bCBlHZ,0.715
3cakS5FYOQvblXuQzzVfSG,0.911
47tw4nzI8DM7DWLzwfCclL,0.279
5axNXq143OQQRhr0V6fXrM,0.794
1EJA5APRXixPKSbj9pa4Wu,0.48
5X3ahLXhOw16BR09GjYPUT,0.397
3aeSTu6ejN2BU8YywEcHWO,0.589
4AgtVP8QGgkqYbVeLJCWDz,0.823
4NpLLaFrhYLNUa46olr4uu,0.797
4FLjGxLu4f3M4v9gpCH96t,0.635
1A6mxLCbqZDGgmckdQZh3E,0.861
0JjM9bKm4wrwohMslcm892,0.284
7yXN5WniQqoKxtFIRQeRkk,0.217
